"Pujol 2002, No. 10-3-3N"	
12.35	2.096
12.35	2.096
12.40	2.118
12.39	2.096
12.39	2.096
12.38	2.341
12.31	2.363
12.32	2.341
12.33	2.363
12.34	2.386
12.29	2.742
12.33	2.787
12.33	2.742
12.32	2.787
12.30	2.787
12.26	2.832
12.24	2.787
12.30	2.765
12.31	2.809
12.37	2.765
12.23	2.965
12.34	2.965
12.34	2.943
12.32	2.988
12.29	2.965
12.31	3.010
12.30	3.032
12.33	3.077
12.27	3.054
12.28	3.054
12.30	3.077
12.26	3.144
12.24	3.144
12.31	3.144
12.32	3.121
12.12	3.077
12.17	3.054
12.22	3.054
12.21	3.077
12.22	3.077
12.18	3.166
12.17	3.166
12.20	3.144
12.24	3.144
12.20	3.144
12.20	3.121
12.19	3.121
12.17	3.121
12.20	3.099
12.23	3.166
12.26	3.144
12.20	3.166
12.15	3.121
12.14	3.166
12.16	3.144
12.18	3.188
12.26	3.144
12.24	3.210
12.19	3.166
12.13	3.188
12.20	2.765
12.25	2.742
12.26	2.765
12.19	2.765
12.21	2.787
12.24	2.765
12.19	2.787
12.22	2.765
12.25	2.765
12.21	2.742
12.21	2.698
12.22	2.609
12.19	2.653
12.28	2.698
12.21	2.698
12.25	2.542
12.21	2.586
12.22	2.564
12.17	2.586
12.26	2.586
12.26	2.520
12.20	2.497
12.26	2.520
12.19	2.520
12.20	2.520
12.21	2.453
12.23	2.408
12.22	2.430
12.26	2.430
12.26	2.453
12.20	2.408
12.23	2.453
12.25	2.430
12.24	2.430
12.26	2.363
12.32	2.363
12.20	2.386
12.16	2.363
12.28	2.408
12.27	2.408
12.25	2.363
12.24	2.386
12.29	2.363
12.30	2.363
12.18	2.363
11.34	-0.560
11.35	-0.515
11.35	-0.515
11.35	-0.515
11.35	-0.515
11.55	0.198
11.54	0.154
11.54	0.154
11.54	0.154
11.55	0.198
9.64	-6.466
9.67	-6.466
9.60	-6.443
9.65	-6.443
9.66	-6.443
9.63	-6.042
9.65	-6.064
9.57	-6.064
9.63	-6.042
9.66	-6.042
6.72	-10.722
6.65	-10.700
6.64	-10.700
6.71	-10.700
6.65	-10.655
5.34	-13.174
5.37	-13.196
5.32	-13.218
5.36	-13.196
5.37	-13.218
3.52	-17.943
3.47	-17.965
3.50	-17.988
3.49	-17.965
3.46	-17.921
3.50	-16.851
3.47	-16.851
3.45	-16.851
3.51	-16.851
3.43	-16.829
2.08	-22.512
2.02	-22.534
2.11	-22.534
2.09	-22.534
2.06	-22.490
2.10	-21.175
2.06	-21.175
2.02	-21.197
2.02	-21.152
2.08	-21.175
0.83	-27.036
0.77	-27.014
0.80	-27.014
0.82	-26.992
0.76	-26.992
-0.29	-31.560
-0.34	-31.583
-0.26	-31.516
-0.30	-31.538
-0.29	-31.493
-1.27	-35.594
-1.27	-35.550
-1.27	-35.594
-1.32	-35.550
-1.23	-35.550
-1.27	-33.878
-1.28	-33.900
-1.35	-33.878
-1.27	-33.900
-1.27	-33.900
-1.35	-33.522
-1.28	-33.477
-1.26	-33.522
-1.31	-33.499
-1.32	-33.522
-2.49	-40.698
-2.49	-40.698
-2.52	-40.698
-2.51	-40.698
-2.53	-40.676
-3.43	-44.576
-3.40	-44.553
-3.42	-44.509
-3.35	-44.487
-3.43	-44.487
-3.45	-42.681
-3.49	-42.637
-3.41	-42.681
-3.43	-42.659
-3.46	-42.681
-4.41	-49.211
-4.41	-49.167
-4.45	-49.189
-4.40	-49.189
-4.44	-49.144
-5.59	-54.827
-5.62	-54.805
-5.58	-54.783
-5.58	-54.761
-5.58	-54.761
-6.40	-58.639
-6.47	-58.616
-6.40	-58.616
-6.47	-58.572
-6.45	-58.594
-6.52	-56.833
-6.45	-56.833
-6.47	-56.833
-6.46	-56.878
-6.44	-56.833
-6.52	-56.454
-6.52	-56.477
-6.45	-56.454
-6.50	-56.432
-6.48	-56.499
-6.49	-56.031
-6.52	-56.053
-6.50	-56.053
-6.53	-56.076
-6.52	-56.053
-7.25	-62.160
-7.26	-62.182
-7.23	-62.160
-7.29	-62.160
-7.24	-62.182
-8.20	-67.219
-8.17	-67.197
-8.15	-67.197
-8.25	-67.130
-8.15	-67.152
-8.22	-64.790
-8.25	-64.790
-8.25	-64.790
-8.21	-64.790
-8.25	-64.790
-8.30	-64.745
-8.22	-64.745
-8.21	-64.767
-8.20	-64.767
-8.26	-64.767
-8.25	-63.583
-8.21	-63.583
-8.26	-63.561
-8.26	-63.538
-8.22	-63.583
-9.24	-71.272
-9.15	-71.272
-9.24	-71.272
-9.17	-71.227
-9.19	-71.250
-9.17	-69.444
-9.25	-69.422
-9.21	-69.422
-9.22	-69.467
-9.17	-69.444
-9.22	-69.199
-9.23	-69.199
-9.23	-69.199
-9.27	-69.222
-9.24	-69.244
-10.00	-75.529
-10.04	-75.529
-10.09	-75.551
-10.04	-75.506
-10.05	-75.506
-10.10	-73.790
-10.10	-73.746
-10.13	-73.746
-10.07	-73.790
-10.09	-73.746
-10.79	-79.251
-10.85	-79.184
-10.81	-79.184
-10.85	-79.184
-10.79	-79.206
-11.87	-83.908
-11.81	-83.864
-11.86	-83.864
-11.79	-83.864
-11.82	-83.819
-11.85	-81.189
-11.92	-81.189
-11.89	-81.145
-11.86	-81.123
-11.89	-81.167
-11.92	-80.699
-11.88	-80.699
-11.90	-80.721
-11.88	-80.699
-11.87	-80.677
-11.90	-80.588
-11.92	-80.610
-11.93	-80.632
-11.91	-80.610
-11.89	-80.610
-12.44	-86.070
-12.42	-86.048
-12.47	-86.070
-12.38	-86.048
-12.45	-86.026
-12.51	-83.775
-12.45	-83.730
-12.48	-83.775
-12.47	-83.775
-12.53	-83.775
-13.18	-88.967
-13.18	-88.945
-13.17	-88.945
-13.20	-88.923
-13.17	-88.901
-13.23	-85.513
-13.27	-85.535
-13.21	-85.558
-13.25	-85.535
-13.28	-85.535
-13.70	-90.015
-13.67	-90.015
-13.63	-90.104
-13.66	-90.149
-13.73	-90.126
-14.20	-92.712
-14.14	-92.689
-14.22	-92.667
-14.15	-92.622
-14.19	-92.645
-14.24	-90.282
-14.18	-90.260
-14.25	-90.260
-14.19	-90.260
-14.22	-90.260
-14.77	-94.071
-14.83	-94.093
-14.77	-94.049
-14.82	-94.071
-14.77	-94.027
-14.82	-92.578
-14.82	-92.600
-14.88	-92.600
-14.82	-92.556
-14.82	-92.600
-15.37	-96.322
-15.35	-96.344
-15.33	-96.344
-15.39	-96.322
-15.34	-96.277
-15.84	-98.194
-15.82	-98.216
-15.81	-98.172
-15.86	-98.172
-15.83	-98.150
-15.90	-95.096
-15.90	-95.141
-15.89	-95.141
-15.93	-95.141
-15.88	-95.141
-15.90	-94.985
-15.89	-94.963
-15.88	-94.985
-15.90	-94.963
-15.89	-94.963
-15.89	-93.826
-15.94	-93.759
-15.95	-93.781
-15.94	-93.759
-15.91	-93.804
-16.49	-99.643
-16.40	-99.620
-16.46	-99.620
-16.42	-99.598
-16.44	-99.598
-17.08	-101.827
-17.10	-101.827
-17.08	-101.805
-17.11	-101.782
-17.07	-101.760
-17.17	-98.684
-17.10	-98.684
-17.18	-98.729
-17.10	-98.684
-17.14	-98.662
-17.79	-102.897
-17.76	-102.919
-17.72	-102.874
-17.79	-102.852
-17.77	-102.830
-18.30	-104.702
-18.35	-104.657
-18.30	-104.680
-18.35	-104.635
-18.34	-104.590
-18.36	-101.381
-18.35	-101.381
-18.37	-101.359
-18.37	-101.381
-18.37	-101.337
-18.37	-100.935
-18.39	-100.958
-18.34	-100.958
-18.40	-100.935
-18.39	-100.935
-18.36	-100.289
-18.40	-100.267
-18.34	-100.244
-18.37	-100.267
-18.38	-100.289
-18.43	-99.955
-18.40	-99.932
-18.37	-99.910
-18.40	-99.932
-18.39	-99.955
-18.76	-104.568
-18.85	-104.568
-18.75	-104.546
-18.84	-104.524
-18.78	-104.546
-19.00	-104.902
-19.11	-104.925
-18.98	-104.925
-19.05	-104.902
-19.04	-104.858
-19.43	-106.351
-19.49	-106.306
-19.42	-106.284
-19.42	-106.262
-19.50	-106.284
-19.43	-104.590
-19.49	-104.613
-19.49	-104.568
-19.45	-104.568
-19.52	-104.613
-19.54	-103.365
-19.54	-103.342
-19.48	-103.342
-19.50	-103.298
-19.53	-103.365
-19.72	-105.883
-19.81	-105.861
-19.73	-105.861
-19.78	-105.838
-19.77	-105.816
-19.83	-102.651
-19.84	-102.629
-19.80	-102.651
-19.78	-102.629
-19.83	-102.651
-19.84	-100.646
-19.88	-100.646
-19.88	-100.668
-19.88	-100.646
-19.88	-100.668
-19.93	-100.244
-19.84	-100.244
-19.86	-100.222
-19.92	-100.222
-19.84	-100.222
-19.88	-100.111
-19.87	-100.111
-19.94	-100.088
-19.89	-100.111
-19.85	-100.066
-19.59	-93.135
-19.63	-93.157
-19.67	-93.135
-19.59	-93.135
-19.68	-93.113
-19.37	-88.700
-19.38	-88.745
-19.43	-88.678
-19.37	-88.722
-19.39	-88.722
-19.39	-89.057
-19.33	-89.079
-19.36	-89.057
-19.42	-89.057
-19.32	-89.057
-19.40	-90.126
-19.34	-90.082
-19.36	-90.104
-19.36	-90.126
-19.32	-90.126
-18.89	-82.727
-18.92	-82.705
-18.89	-82.727
-18.92	-82.750
-18.90	-82.750
-18.51	-77.557
-18.59	-77.534
-18.54	-77.512
-18.57	-77.468
-18.58	-77.445
-18.19	-73.278
-18.24	-73.255
-18.27	-73.255
-18.25	-73.278
-18.25	-73.255
-17.79	-68.709
-17.85	-68.709
-17.85	-68.731
-17.87	-68.731
-17.82	-68.709
-17.85	-69.779
-17.79	-69.801
-17.81	-69.779
-17.83	-69.801
-17.80	-69.779
-17.77	-70.068
-17.80	-70.068
-17.80	-70.091
-17.83	-70.113
-17.77	-70.091
-17.23	-62.380
-17.32	-62.402
-17.26	-62.402
-17.25	-62.424
-17.26	-62.424
-16.88	-58.346
-16.94	-58.346
-16.91	-58.368
-16.88	-58.368
-16.94	-58.368
-16.56	-55.226
-16.56	-55.248
-16.53	-55.248
-16.55	-55.226
-16.61	-55.248
-16.15	-50.077
-16.13	-50.055
-16.11	-50.077
-16.12	-50.055
-16.14	-50.033
-16.14	-51.504
-16.08	-51.504
-16.11	-51.481
-16.10	-51.504
-16.07	-51.459
-15.73	-45.954
-15.68	-45.932
-15.68	-45.954
-15.73	-45.932
-15.67	-45.977
-15.68	-46.668
-15.68	-46.623
-15.72	-46.623
-15.67	-46.623
-15.66	-46.645
-15.63	-46.846
-15.68	-46.868
-15.67	-46.846
-15.69	-46.868
-15.70	-46.824
-15.64	-47.334
-15.68	-47.311
-15.65	-47.289
-15.64	-47.311
-15.71	-47.289
-15.08	-39.934
-15.03	-39.979
-15.06	-39.957
-15.06	-40.001
-14.99	-39.979
-14.60	-35.990
-14.65	-36.034
-14.69	-35.990
-14.59	-36.034
-14.61	-36.012
-14.69	-36.993
-14.58	-37.037
-14.59	-37.015
-14.68	-37.015
-14.59	-37.015
-14.34	-33.471
-14.28	-33.516
-14.31	-33.516
-14.32	-33.516
-14.29	-33.494
-13.79	-29.348
-13.85	-29.348
-13.85	-29.371
-13.77	-29.348
-13.82	-29.371
-13.49	-26.184
-13.42	-26.184
-13.44	-26.184
-13.49	-26.184
-13.40	-26.206
-12.90	-22.261
-12.90	-22.261
-12.90	-22.217
-12.93	-22.261
-12.90	-22.261
-12.92	-22.818
-12.93	-22.796
-12.91	-22.774
-12.89	-22.818
-12.92	-22.796
-12.93	-23.487
-12.88	-23.465
-12.85	-23.487
-12.90	-23.487
-12.91	-23.509
-12.90	-23.598
-12.88	-23.598
-12.91	-23.598
-12.90	-23.598
-12.86	-23.621
-12.41	-18.807
-12.46	-18.829
-12.40	-18.896
-12.39	-18.874
-12.43	-18.918
-12.36	-19.052
-12.34	-19.141
-12.40	-19.074
-12.34	-19.119
-12.39	-19.097
-12.32	-19.386
-12.39	-19.409
-12.38	-19.409
-12.35	-19.208
-12.42	-19.097
-11.71	-14.996
-11.69	-15.018
-11.74	-14.974
-11.77	-14.996
-11.75	-14.996
-11.72	-15.333
-11.73	-15.333
-11.78	-15.333
-11.71	-15.333
-11.69	-15.311
-11.15	-11.567
-11.17	-11.544
-11.19	-11.544
-11.14	-11.567
-11.16	-11.544
-10.41	-7.711
-10.38	-7.667
-10.38	-7.711
-10.37	-7.689
-10.36	-7.689
-10.46	-8.380
-10.34	-8.402
-10.32	-8.380
-10.40	-8.424
-10.33	-8.402
-10.34	-8.603
-10.40	-8.692
-10.40	-8.669
-10.34	-8.669
-10.38	-8.625
-9.89	-5.750
-9.91	-5.728
-9.90	-5.750
-9.87	-5.772
-9.89	-5.750
-7.44	0.156
-7.46	0.111
-7.47	0.089
-7.47	0.089
-7.50	0.000
-6.56	2.273
-6.51	2.251
-6.51	2.251
-6.57	2.251
-6.49	2.229
-6.50	1.716
-6.59	1.694
-6.43	1.694
-6.49	1.694
-6.56	1.694
-6.53	1.649
-6.46	1.649
-6.48	1.649
-6.55	1.671
-6.49	1.694
-6.50	1.627
-6.49	1.649
-6.46	1.627
-6.52	1.649
-6.51	1.627
-6.45	1.582
-6.52	1.582
-6.53	1.582
-6.48	1.560
-6.52	1.605
-6.65	0.847
-6.72	0.780
-6.66	0.825
-6.64	0.780
-6.68	0.802
-6.84	0.513
-6.73	0.557
-6.79	0.513
-6.85	0.579
-6.75	0.535
-6.84	1.181
-6.80	1.159
-6.78	1.159
-6.87	1.181
-6.76	1.226
-6.35	2.296
-6.36	2.296
-6.33	2.296
-6.33	2.296
-6.35	2.296
-5.79	2.942
-5.79	2.942
-5.75	2.920
-5.76	2.942
-5.75	2.920
-5.65	3.009
-5.67	3.031
-5.67	3.009
-5.63	2.964
-5.68	3.009
-5.60	3.053
-5.55	3.098
-5.49	3.053
-5.61	3.076
-5.59	3.076
-5.49	3.098
-5.58	3.076
-5.53	3.076
-5.47	3.076
-5.52	3.076
-5.52	3.076
-5.41	3.053
-5.46	3.053
-5.53	3.076
-5.45	3.053
-5.42	3.098
-5.45	3.120
-5.36	3.098
-5.40	3.120
-5.46	3.076
-5.36	3.098
-5.40	3.098
-5.40	3.098
-5.42	3.098
-5.37	3.076
-5.31	3.142
-5.36	3.098
-5.42	3.098
-5.36	3.142
-5.38	3.120
-5.36	3.098
-5.35	3.142
-5.33	3.120
-5.38	3.098
-5.35	3.120
-5.31	3.120
-5.34	3.142
-5.42	3.098
-5.33	3.120
-5.35	3.098
-5.10	3.340
-5.10	3.318
-5.08	3.318
-5.07	3.318
-5.11	3.318
-5.10	3.318
-5.05	3.318
-5.06	3.295
-5.11	3.295
-5.12	3.340
-5.04	1.468
-5.08	1.446
-5.05	1.401
-5.02	1.423
-5.05	1.490
-3.98	4.276
-3.95	4.231
-4.00	4.209
-3.93	4.254
-4.00	4.231
-1.85	7.285
-1.82	7.708
-1.83	7.886
-1.75	7.976
-1.72	8.042
-0.93	9.023
-0.89	9.001
-0.91	9.023
-0.87	8.978
-0.92	9.001
0.91	12.990
0.88	13.012
0.85	13.012
0.89	12.990
0.87	12.990
2.49	18.227
2.47	18.227
2.57	18.205
2.54	18.183
2.55	18.250
3.63	22.194
3.65	22.150
3.70	22.150
3.68	22.105
3.68	22.150
3.72	21.058
3.64	21.058
3.68	21.035
3.60	21.058
3.71	21.058
3.75	20.879
3.73	20.924
3.68	20.946
3.67	20.879
3.63	20.924
4.82	26.763
4.79	26.741
4.81	26.741
4.81	26.741
4.84	26.719
5.81	30.797
5.86	30.752
5.79	30.797
5.82	30.752
5.81	30.752
5.91	29.772
5.89	29.861
5.89	29.794
5.86	29.839
5.84	29.794
6.91	35.187
6.86	35.187
6.85	35.165
6.84	35.210
6.90	35.165
7.93	40.247
7.90	40.247
7.94	40.202
7.97	40.202
8.01	40.247
7.99	39.310
7.95	39.310
7.98	39.333
7.97	39.310
7.98	39.310
8.81	43.968
8.79	44.013
8.79	43.968
8.72	43.968
8.74	43.968
8.81	42.698
8.77	42.698
8.79	42.698
8.80	42.698
8.85	42.698
8.82	42.564
8.88	42.587
8.82	42.587
8.84	42.542
8.79	42.587
8.83	42.564
8.76	42.587
8.81	42.542
8.80	42.587
8.87	42.587
10.00	49.674
10.02	49.629
10.03	49.651
9.99	49.607
9.97	49.629
10.69	53.061
10.66	53.084
10.74	53.061
10.77	52.994
10.80	53.039
10.69	52.304
10.74	52.281
10.69	52.214
10.75	52.259
10.75	52.237
11.72	57.429
11.73	57.474
11.74	57.429
11.74	57.429
11.78	57.385
12.80	62.266
12.74	62.266
12.81	62.288
12.77	62.243
12.78	62.243
13.72	66.300
13.69	66.255
13.75	66.255
13.73	66.233
13.76	66.255
13.83	64.962
13.80	64.918
13.80	64.962
13.80	64.918
13.79	64.940
13.84	64.717
13.79	64.739
13.82	64.784
13.75	64.739
13.80	64.762
13.89	64.138
13.88	64.049
13.84	64.049
13.79	64.071
13.80	64.071
13.82	61.797
13.80	61.775
13.83	61.797
13.79	61.775
13.85	61.797
13.85	61.730
13.84	61.775
13.85	61.797
13.86	61.775
13.89	61.819
13.86	61.864
13.89	61.842
13.85	61.886
13.86	61.842
13.86	61.864
14.91	70.957
14.84	70.979
14.88	70.935
14.85	70.912
14.84	70.890
14.94	69.196
14.97	69.219
14.96	69.174
14.94	69.196
14.91	69.196
16.04	75.303
15.99	75.258
16.03	75.258
15.96	75.214
16.02	75.258
16.08	73.408
16.12	73.386
16.07	73.386
16.09	73.431
16.00	73.408
17.18	79.671
17.18	79.626
17.15	79.582
17.12	79.582
17.11	79.559
18.74	84.485
18.73	84.485
18.77	84.485
18.76	84.440
18.74	84.418
18.82	82.278
18.84	82.278
18.78	82.301
18.81	82.278
18.71	82.323
19.49	86.446
19.44	86.424
19.49	86.446
19.52	86.379
19.54	86.401
20.02	87.783
20.05	87.783
20.03	87.761
20.01	87.761
19.95	87.716
20.11	86.134
20.11	86.134
20.10	86.134
20.06	86.134
20.03	86.134
20.04	85.777
20.06	85.800
20.06	85.800
20.03	85.844
20.03	85.800
20.06	85.421
20.14	85.399
20.15	85.376
20.16	85.421
20.10	85.421
20.07	85.042
20.13	85.064
20.15	85.087
20.13	85.042
20.14	85.020
20.74	89.499
20.76	89.410
20.74	89.388
20.79	89.410
20.77	89.410
21.37	91.082
21.43	91.037
21.45	91.037
21.48	91.037
21.44	90.993
21.49	89.076
21.46	89.076
21.39	89.076
21.44	89.076
21.41	89.076
21.49	88.808
21.51	88.786
21.41	88.764
21.47	88.742
21.45	88.808
21.53	84.490
21.51	84.490
21.59	84.490
21.59	84.490
21.60	84.490
21.55	84.802
21.54	84.780
21.57	84.824
21.58	84.802
21.60	84.780
21.37	80.768
21.30	80.723
21.37	80.746
21.36	80.723
21.42	80.768
21.11	75.575
21.13	75.597
21.12	75.575
21.14	75.575
21.11	75.620
20.76	70.405
20.73	70.405
20.77	70.449
20.73	70.427
20.79	70.405
20.64	67.953
20.62	67.909
20.67	67.975
20.59	67.975
20.64	67.953
20.61	68.510
20.62	68.488
20.58	68.466
20.62	68.488
20.57	68.510
20.06	60.532
20.11	60.532
20.06	60.509
20.11	60.532
20.10	60.509
19.72	55.629
19.72	55.606
19.70	55.651
19.72	55.629
19.72	55.629
19.44	51.394
19.43	51.327
19.39	51.350
19.39	51.350
19.37	51.394
19.30	53.066
19.27	53.088
19.34	53.088
19.31	53.066
19.36	53.066
18.83	45.934
18.83	45.956
18.89	45.934
18.89	45.979
18.89	45.934
18.84	46.937
18.83	46.937
18.84	46.937
18.87	46.937
18.86	46.937
18.83	47.512
18.82	47.535
18.84	47.535
18.78	47.535
18.81	47.490
18.14	39.400
18.15	39.378
18.14	39.400
18.14	39.378
18.11	39.378
18.21	39.890
18.21	39.913
18.18	39.913
18.19	39.913
18.15	39.935
17.59	34.118
17.65	34.118
17.59	34.141
17.66	34.118
17.58	34.118
17.63	34.653
17.61	34.609
17.64	34.609
17.63	34.631
17.68	34.631
17.57	34.653
17.61	34.698
17.57	34.698
17.64	34.698
17.60	34.675
16.84	27.009
16.86	27.009
16.82	27.098
16.84	27.143
16.80	27.143
16.54	24.201
16.55	24.178
16.51	24.178
16.56	24.201
16.48	24.201
16.46	22.708
16.44	22.708
16.42	22.685
16.42	22.708
16.43	22.663
16.40	23.866
16.44	23.911
16.38	23.889
16.40	23.911
16.35	23.889
16.38	24.067
16.36	24.089
16.36	24.045
16.38	24.089
16.39	24.089
16.47	24.156
16.45	24.112
16.41	24.156
16.43	24.156
16.41	24.156
16.40	24.223
16.43	24.178
16.45	24.223
16.47	24.201
16.47	24.201
15.93	18.473
15.94	18.451
15.88	18.473
15.90	18.495
15.84	18.473
15.32	14.105
15.40	14.105
15.36	14.149
15.37	14.105
15.36	14.127
14.68	9.090
14.65	9.090
14.64	9.113
14.63	9.090
14.62	9.090
13.65	4.054
13.64	4.054
13.65	4.031
13.61	4.009
13.63	4.054
13.59	5.282
13.61	5.238
13.62	5.282
13.63	5.282
13.65	5.215
13.55	6.686
13.59	6.709
13.56	6.709
13.59	6.753
13.54	6.709
13.56	6.909
13.60	6.909
13.57	6.931
13.58	6.909
13.54	6.931
13.55	7.065
13.50	7.065
13.55	7.087
13.53	7.087
13.58	7.065
13.57	7.087
13.59	7.065
13.59	7.087
13.58	7.065
13.60	7.087
13.57	7.110
13.52	7.110
13.56	7.132
13.55	7.110
13.54	7.087
13.55	7.154
13.57	7.154
13.58	7.132
13.58	7.132
13.58	7.132
13.50	7.199
13.54	7.154
13.52	7.177
13.53	7.199
13.51	7.177
13.47	7.266
13.51	7.243
13.47	7.221
13.50	7.221
13.48	7.221
13.44	7.243
13.49	7.266
13.46	7.221
13.50	7.243
13.45	7.266
13.46	7.355
13.49	7.288
13.48	7.288
13.49	7.333
13.48	7.333
13.49	7.399
13.44	7.399
13.45	7.377
13.46	7.399
13.45	7.399
13.47	7.355
13.48	7.333
13.47	7.333
13.51	7.333
13.50	7.288
13.38	7.310
13.41	7.333
13.35	7.333
13.42	7.333
13.41	7.377
13.48	7.221
13.46	7.221
13.48	7.243
13.46	7.243
13.47	7.199
13.48	7.110
13.42	7.087
13.44	7.110
13.39	7.065
13.45	7.087
13.42	7.043
13.44	7.065
13.42	7.087
13.44	7.065
13.38	7.065
13.43	7.021
13.41	7.021
13.47	6.998
13.42	7.021
13.45	7.043
13.42	6.976
13.37	6.976
13.43	6.954
13.35	6.954
13.44	6.976
13.48	6.909
13.43	6.887
13.45	6.909
13.45	6.931
13.43	6.909
13.41	6.909
13.40	6.865
13.37	6.887
13.41	6.865
13.36	6.887
13.40	6.820
13.43	6.865
13.35	6.865
13.41	6.865
13.37	6.865
13.42	6.842
13.39	6.865
13.43	6.842
13.36	6.842
13.44	6.865
13.42	6.820
13.42	6.798
13.38	6.820
13.44	6.820
13.42	6.775
13.51	6.753
13.47	6.775
13.50	6.820
13.47	6.775
13.45	6.798
13.48	6.775
13.50	6.775
13.49	6.798
13.49	6.820
13.47	6.798
13.46	6.820
13.47	6.775
13.45	6.798
13.44	6.775
13.46	6.842
13.56	6.819
13.50	6.841
13.52	6.819
13.48	6.819
13.49	6.819
13.41	7.041
13.44	7.041
13.44	7.041
13.47	7.041
13.47	7.019
13.06	2.673
12.98	2.673
13.03	2.673
12.97	2.696
13.01	2.673
13.16	4.902
13.16	4.924
13.16	4.947
13.12	4.924
13.16	4.880
12.77	1.492
12.81	1.514
12.79	1.514
12.80	1.537
12.78	1.537
12.87	1.559
12.83	1.604
12.84	1.559
12.80	1.559
12.83	1.559
12.83	2.205
12.81	2.183
12.84	2.205
12.83	2.161
12.86	2.183
12.87	2.562
12.88	2.562
12.86	2.562
12.84	2.540
12.81	2.540
12.88	2.941
12.87	2.985
12.88	2.963
12.83	2.985
12.87	2.985
12.78	3.141
12.82	3.119
12.78	3.119
12.88	3.141
12.83	3.097
12.83	3.364
12.81	3.342
12.85	3.364
12.82	3.342
12.87	3.386
12.86	3.364
12.83	3.342
12.88	3.364
12.88	3.364
12.90	3.342
12.83	3.342
12.80	3.364
12.81	3.386
12.79	3.320
12.82	3.342
12.68	3.320
12.71	3.342
12.71	3.320
12.75	3.342
12.70	3.342
12.81	3.364
12.77	3.386
12.82	3.409
12.80	3.386
12.82	3.342
12.73	3.409
12.76	3.409
12.73	3.409
12.77	3.453
12.71	3.431
12.81	2.807
12.75	2.785
12.77	2.785
12.75	2.785
12.77	2.718
11.46	-0.313
11.45	-0.335
11.46	-0.313
11.43	-0.380
11.45	-0.335
9.82	-4.124
9.85	-4.057
9.82	-4.124
9.82	-4.124
9.84	-4.080
9.89	-3.968
9.91	-3.924
9.88	-3.990
9.90	-3.946
9.89	-3.968
9.91	-3.924
9.92	-3.901
9.91	-3.924
9.90	-3.946
9.90	-3.946
8.60	-6.955
8.61	-6.932
8.61	-6.955
8.63	-6.932
8.64	-6.955
8.56	-6.531
8.60	-6.509
8.52	-6.531
8.60	-6.531
8.54	-6.531
8.61	-6.464
8.61	-6.464
8.60	-6.442
8.64	-6.397
8.58	-6.442
8.55	-5.996
8.60	-6.018
8.57	-5.996
8.58	-6.041
8.58	-6.018
6.94	-8.760
6.99	-8.782
6.95	-8.760
7.01	-8.715
6.98	-8.737
4.45	-13.328
4.49	-13.306
4.44	-13.284
4.49	-13.351
4.47	-13.306
4.43	-12.370
4.47	-12.437
4.41	-12.437
4.44	-12.437
4.43	-12.370
2.78	-17.362
2.74	-17.295
2.79	-17.318
2.78	-17.318
2.80	-17.318
1.17	-22.421
1.19	-22.399
1.18	-22.444
1.19	-22.377
1.17	-22.399
1.14	-21.307
1.13	-21.352
1.09	-21.374
1.16	-21.396
1.10	-21.374
1.16	-21.218
1.13	-21.173
1.17	-21.196
1.16	-21.218
1.12	-21.196
-0.09	-26.678
-0.10	-26.611
-0.09	-26.634
-0.06	-26.589
-0.09	-26.589
-0.11	-25.140
-0.07	-25.140
-0.09	-25.118
-0.09	-25.163
-0.10	-25.163
-1.28	-31.002
-1.35	-31.046
-1.27	-31.002
-1.32	-31.002
-1.29	-31.002
-2.42	-35.793
-2.41	-35.771
-2.41	-35.704
-2.39	-35.727
-2.43	-35.749
-3.34	-39.515
-3.31	-39.515
-3.32	-39.538
-3.34	-39.515
-3.32	-39.538
-4.33	-44.307
-4.36	-44.374
-4.35	-44.374
-4.35	-44.285
-4.37	-44.285
-4.44	-42.568
-4.48	-42.658
-4.42	-42.613
-4.43	-42.635
-4.35	-42.635
-5.39	-49.678
-5.40	-49.656
-5.41	-49.633
-5.41	-49.611
-5.47	-49.656
-5.47	-47.784
-5.49	-47.850
-5.51	-47.828
-5.47	-47.828
-5.57	-47.784
-6.35	-53.377
-6.30	-53.311
-6.29	-53.377
-6.26	-53.333
-6.24	-53.311
-7.21	-58.169
-7.20	-58.191
-7.22	-58.169
-7.19	-58.169
-7.25	-58.125
-8.09	-62.827
-8.06	-62.782
-8.11	-62.738
-8.15	-62.716
-8.10	-62.716
-8.18	-61.312
-8.14	-61.334
-8.18	-61.312
-8.10	-61.378
-8.09	-61.312
-8.08	-60.509
-8.13	-60.465
-8.08	-60.531
-8.11	-60.487
-8.11	-60.487
-9.04	-67.039
-8.99	-67.039
-8.99	-67.084
-8.94	-67.039
-8.94	-66.995
-8.99	-64.989
-9.01	-64.966
-9.09	-64.966
-9.06	-65.056
-9.05	-64.989
-9.03	-64.744
-9.03	-64.766
-9.00	-64.766
-9.00	-64.744
-9.03	-64.766
-9.03	-63.694
-9.03	-63.716
-9.11	-63.761
-9.04	-63.694
-9.05	-63.716
-9.79	-70.514
-9.81	-70.469
-9.82	-70.536
-9.81	-70.469
-9.82	-70.491
-9.81	-68.976
-9.80	-68.954
-9.87	-68.976
-9.83	-68.931
-9.83	-68.954
-10.73	-75.082
-10.68	-74.993
-10.64	-75.038
-10.75	-74.971
-10.68	-74.971
-11.42	-78.470
-11.44	-78.448
-11.44	-78.403
